female,phsrank,BA,AA,black,hispanic,id,exper,jc,univ,lwage,stotal,smcity,medcity,submed,lgcity,sublg,vlgcity,subvlg,ne,nc,south,totcoll
0,9,0,0,0,0,12954,105,0,1.9,1.2527629,-.69344431,0,0,0,0,1,0,0,0,1,0,1.9
0,42,0,0,0,0,12961,163,.30000001,0,2.4459553,0,1,0,0,0,0,0,0,0,0,0,.30000001
1,37,0,0,1,0,12970,155,0,0,2.0202222,-1.1510708,0,0,0,0,0,0,0,0,0,1,0
0,54,0,0,0,0,12978,166,0,0,2.5649493,.19892748,0,0,0,0,0,0,0,0,0,0,0
0,8,0,0,0,1,12985,154,0,3.7666667,.89899921,-.41886836,1,0,0,0,0,0,0,0,0,1,3.7666667
1,32,0,0,0,1,12996,82,0,0,1.5907894,-.80785096,0,0,0,1,0,0,0,0,0,1,0
1,50,0,0,1,0,13013,132,0,0,1.8017098,-.51039368,0,0,0,0,0,1,0,0,0,1,0
1,82,0,1,0,0,13014,98,1.1111094,0,2.1973495,-.098529786,0,0,0,0,0,0,1,1,0,0,1.1111094
1,95,0,0,0,0,13024,109,0,0,1.6486586,.47350341,0,1,0,0,0,0,0,1,0,0,0
1,51,0,0,0,0,13043,86,.1,0,2.4918864,-.87649488,0,0,1,0,0,0,0,1,0,0,.1
1,19,0,0,0,0,13058,96,.1,0,1.4825203,-.052767128,1,0,0,0,0,0,0,0,1,0,.1
0,39,0,0,0,0,13071,156,0,3.5333292,2.9678469,-.029885801,0,0,0,0,0,0,0,0,1,0,3.5333292
0,51,0,0,0,0,13074,144,1.6333333,0,2.7265446,.42774075,0,0,0,1,0,0,0,0,0,0,1.6333333
0,42,0,0,0,0,13118,162,0,0,2.7725887,-1.6544601,0,1,0,0,0,0,0,0,1,0,0
0,76,0,0,0,0,13123,113,0,5.7111044,2.7880929,.81672329,0,0,1,0,0,0,0,1,0,0,5.7111044
1,48,0,0,0,1,13139,80,0,0,1.9810015,-.32734305,0,0,0,0,0,1,0,0,0,1,0
1,66,1,0,0,0,13141,86,0,4.8444395,1.9843881,.93112993,1,0,0,0,0,0,0,0,1,0,4.8444395
0,51,1,0,1,0,13158,81,0,4.6222186,1.9809285,-.48751235,1,0,0,0,0,0,0,0,0,1,4.6222186
0,61,1,0,0,0,13171,129,0,3.8099976,2.4056334,.10740216,0,0,0,0,0,0,0,0,1,0,3.8099976
1,47,0,0,0,0,13174,133,0,0,2.0949457,1.3429939,0,0,0,0,1,0,0,0,0,1,0
0,47,0,0,0,0,13179,161,0,0,2.0980179,-1.1739522,0,0,0,0,0,0,0,1,0,0,0
0,28,0,0,0,0,13186,85,0,0,2.9349196,-.48751235,0,0,0,0,0,0,0,0,1,0,0
0,56,0,0,1,0,13189,86,0,0,1.6094379,-.12141111,1,0,0,0,0,0,0,0,0,1,0
0,1,1,0,0,0,13190,118,0,4.133327,2.6567569,.51926607,0,0,0,0,0,0,0,0,0,1,4.133327
0,58,0,0,0,0,13215,98,0,7.5,3.068053,-.55615634,0,1,0,0,0,0,0,0,1,0,7.5
1,20,0,0,0,0,13224,137,0,0,1.4420643,-.85361362,0,0,0,0,0,0,0,1,0,0,0
0,68,1,0,0,0,13227,118,0,4.1333332,2.418767,1.1599432,1,0,0,0,0,0,0,1,0,0,4.1333332
1,95,1,0,1,0,13232,116,0,6.4222126,1.9906104,.95401126,1,0,0,0,0,0,0,0,0,1,6.4222126
0,66,1,0,0,0,13234,147,0,4.1333332,2.8568959,.084520839,0,0,0,0,0,0,1,1,0,0,4.1333332
0,62,0,0,0,0,13263,148,0,0,2.6006062,.45062208,0,1,0,0,0,0,0,0,1,0,0
0,78,1,0,0,0,13279,134,0,4.6999998,2.2924299,-.098529786,1,0,0,0,0,0,0,0,0,1,4.6999998
1,50,0,0,0,0,13286,165,.30000001,0,2.0794415,-2.4095438,0,0,0,0,0,0,0,0,0,1,.30000001
1,4,0,0,0,0,13291,142,0,0,2.3025851,0,1,0,0,0,0,0,0,0,0,0,0
0,46,1,0,1,0,13293,122,0,4.4000001,2.1587734,-1.5400534,0,0,0,0,0,1,0,0,0,1,4.4000001
0,88,1,0,0,0,13298,123,0,4.4000001,2.9311938,1.4802818,1,0,0,0,0,0,0,0,0,1,4.4000001
0,50,0,0,0,0,13299,163,.46666667,0,2.6703098,-2.2264931,0,0,0,1,0,0,0,0,0,0,.46666667
1,50,0,0,0,1,13318,70,0,0,2.5199981,0,0,0,0,1,0,0,0,1,0,0,0
0,9,1,0,0,0,13332,96,0,4.2666626,2.0592389,.17604615,1,0,0,0,0,0,0,0,0,0,4.2666626
0,18,1,0,0,0,13343,146,0,4.4333334,2.9683332,.35909677,0,0,0,1,0,0,0,1,0,0,4.4333334
1,95,1,0,0,0,13354,121,0,7.4666667,3.1780539,1.8006204,0,1,0,0,0,0,0,1,0,0,7.4666667
1,8,0,0,1,0,13355,158,.1,0,1.9120678,-.73920697,0,1,0,0,0,0,0,0,1,0,.1
1,71,0,0,0,0,13373,159,.2,0,2.5839975,1.3429939,0,0,0,0,1,0,0,1,0,0,.2
1,76,0,0,0,0,13389,115,0,0,1.9459101,-.78496963,0,0,0,0,0,0,0,0,1,0,0
0,17,0,0,0,1,13390,164,.1,0,2.6390574,-.83073229,0,1,0,0,0,0,0,0,0,0,.1
1,50,0,0,0,0,13393,53,0,0,1.3862944,-.94513887,0,0,0,0,0,0,0,0,0,1,0
1,47,0,0,1,0,13396,90,0,0,1.7833908,-1.6315787,0,0,0,0,0,0,0,0,0,1,0
1,76,0,0,0,0,13397,21,0,0,2.0347054,-.32734305,0,0,0,0,0,0,0,0,1,0,0
0,42,1,0,0,0,13426,123,0,4.4333334,2.0306513,.65655404,1,0,0,0,0,0,0,1,0,0,4.4333334
1,55,0,0,0,0,13435,152,0,2.5666666,2.1888356,-.052767128,0,1,0,0,0,0,0,0,1,0,2.5666666
1,30,1,0,0,0,13449,119,0,4.1333332,2.2335923,.5421474,0,1,0,0,0,0,0,0,1,0,4.1333332
1,87,1,0,0,0,13473,156,0,4.1666665,2.6629629,.93112993,0,0,0,1,0,0,0,1,0,0,4.1666665
1,81,0,0,0,0,13484,140,2.3666666,3.1333334,2.3978953,.63367271,1,0,0,0,0,0,0,0,0,0,5.5
1,73,1,0,0,0,13490,119,0,7.3555541,2.0794415,-.67056298,0,1,0,0,0,0,0,0,1,0,7.3555541
1,58,0,0,1,0,13491,109,0,.96666664,1.8869647,.084520839,1,0,0,0,0,0,0,0,0,1,.96666664
0,12,0,0,0,0,13494,157,0,0,2.7080503,.99977392,0,0,0,0,0,0,1,0,1,0,0
1,91,0,1,0,0,13496,37,2.5333333,0,1.2877814,.26757145,0,0,0,1,0,0,0,1,0,0,2.5333333
1,98,1,0,0,0,13508,126,0,4.6444378,3.2188759,1.137062,1,0,0,0,0,0,0,0,1,0,4.6444378
0,62,0,0,0,0,13510,128,0,3.9111054,2.0476928,.7023167,0,0,0,0,1,0,0,0,1,0,3.9111054
0,15,0,0,0,0,13525,152,0,0,3.1717839,0,0,0,0,0,0,0,0,0,0,0,0
1,32,1,0,1,0,13526,126,0,4.8333335,2.3566523,-.80785096,0,0,0,0,0,1,0,0,0,1,4.8333335
0,30,0,0,0,0,13533,99,0,0,1.658228,-2.1578493,1,0,0,0,0,0,0,0,1,0,0
1,81,1,0,0,0,13538,89,2.3333333,3.9333334,1.5665295,1.0912993,0,0,0,1,0,0,0,0,0,1,6.2666664
1,92,1,0,0,0,13545,154,0,3.5,2.5649493,.83960462,0,0,0,1,0,0,0,0,0,1,3.5
1,50,1,0,0,0,13546,70,0,7.5,2.1690538,.33621544,1,0,0,0,0,0,0,0,0,1,7.5
0,55,0,1,0,0,13554,151,3.8333333,.5,2.7725887,1.1141806,0,0,0,0,0,0,1,1,0,0,4.333333
0,49,0,0,0,0,13580,150,0,0,2.3693082,-1.0366642,0,1,0,0,0,0,0,1,0,0,0
1,33,0,0,0,0,13587,106,0,0,1.7816042,-1.9061546,0,1,0,0,0,0,0,0,0,1,0
1,56,0,0,0,0,13595,108,0,0,1.5109249,-.14429244,0,0,0,0,0,0,0,1,0,0,0
0,48,0,0,0,0,13599,164,0,0,2.5787001,-1.1739522,0,0,1,0,0,0,0,0,0,0,0
0,43,0,0,0,0,13605,152,0,.91110992,1.9420586,-.098529786,1,0,0,0,0,0,0,0,0,1,.91110992
0,89,1,0,0,0,13608,128,0,5.0666666,2.9481041,1.3429939,1,0,0,0,0,0,0,0,1,0,5.0666666
1,54,0,1,0,0,13610,141,2.1666667,1.9,2.5257287,-.41886836,0,1,0,0,0,0,0,0,0,1,4.0666666
1,93,0,0,0,0,13613,166,0,0,2.2731564,-1.0595455,0,0,0,1,0,0,0,0,1,0,0
1,57,0,0,0,0,13657,132,.93333334,.33333233,.95480061,-.3731057,1,0,0,0,0,0,0,0,1,0,1.2666657
1,89,0,0,0,0,13674,98,0,.088888742,2.7303941,0,0,0,0,0,0,1,0,0,1,0,.088888742
1,43,0,0,1,0,13680,151,0,0,2.1041338,-.85361362,0,0,0,1,0,0,0,0,1,0,0
0,90,0,1,0,0,13689,162,2.0666666,0,2.3566523,-.075648457,1,0,0,0,0,0,0,1,0,0,2.0666666
0,52,1,0,1,0,13690,120,0,4.6833334,3.4011974,.13028349,0,0,0,0,0,1,0,0,0,0,4.6833334
1,40,0,1,0,0,13692,73,2.4000001,0,1.7577848,-1.0595455,0,1,0,0,0,0,0,1,0,0,2.4000001
1,35,1,0,0,0,13703,91,0,3.899996,2.5093884,0,0,0,0,0,1,0,0,0,1,0,3.899996
1,63,0,0,0,0,13704,160,.13333334,0,2.4744353,.72519803,0,0,0,1,0,0,0,0,0,1,.13333334
0,24,0,0,0,0,13713,157,0,0,2.7725887,.084520839,0,0,0,0,1,0,0,0,0,0,0
1,17,0,0,1,0,13735,166,0,0,2.011564,-2.1807306,0,0,0,0,0,0,0,0,0,1,0
1,80,0,0,1,0,13758,109,.56666666,0,1.8287863,-1.7459854,0,1,0,0,0,0,0,0,0,0,.56666666
0,18,0,0,0,0,13774,162,.1,0,2.38481,-1.0824269,1,0,0,0,0,0,0,0,0,0,.1
1,94,1,0,0,0,13791,108,0,4.2888837,1.9950453,1.137062,0,0,1,0,0,0,0,1,0,0,4.2888837
1,73,0,0,0,0,13817,92,.68888801,0,2.1972246,-1.7688667,0,0,0,1,0,0,0,0,1,0,.68888801
1,74,0,0,0,0,13827,145,0,5.5666666,2.3333569,.47350341,0,0,1,0,0,0,0,0,0,1,5.5666666
1,41,0,0,0,0,13842,160,0,0,1.8405495,.61079139,0,0,0,0,0,0,0,1,0,0,0
1,58,0,0,1,0,13848,151,0,0,2.3978953,-.85361362,0,0,0,1,0,0,0,0,0,1,0
0,50,0,0,0,0,13849,159,0,0,2.2772672,-.30446172,0,0,0,0,0,1,0,0,0,1,0
0,68,0,0,0,0,13858,143,0,2.0666666,2.6820748,.51926607,0,0,0,0,0,0,0,0,1,0,2.0666666
1,84,1,0,0,0,13870,67,0,4.3333335,2.7148976,1.4116378,0,0,0,0,0,0,1,1,0,0,4.3333335
1,60,0,0,0,0,13885,103,0,0,1.7191885,0,0,1,0,0,0,0,0,0,0,1,0
0,24,0,0,0,0,13920,166,0,0,1.89712,-1.8146293,0,0,1,0,0,0,0,0,1,0,0
0,98,1,0,0,0,13936,109,0,5.3999958,2.8735647,.63367271,0,0,0,0,0,0,1,0,1,0,5.3999958
0,64,1,0,0,0,13938,147,0,4.6999917,2.5839975,-.029885801,0,1,0,0,0,0,0,0,0,0,4.6999917
0,71,0,0,0,0,13942,156,0,0,2.3025851,-1.5629348,0,0,1,0,0,0,0,0,1,0,0
0,35,0,0,0,0,13957,166,0,0,2.6390574,.17604615,0,0,0,0,0,0,1,1,0,0,0
0,76,1,0,0,0,13974,124,0,4.3444376,2.5417657,.81672329,0,0,0,0,0,0,1,0,0,0,4.3444376
0,78,0,0,0,0,14005,124,0,.2,2.5753019,.10740216,0,0,0,1,0,0,0,1,0,0,.2
1,50,1,0,0,0,14014,121,.22222188,4.4444366,2.1484344,.63367271,1,0,0,0,0,0,0,0,0,1,4.6666584
0,36,0,0,0,0,14021,159,0,0,1.8870695,-.80785096,0,1,0,0,0,0,0,0,0,1,0
0,53,0,0,0,0,14023,140,0,.36666667,2.6741486,.79384196,0,0,0,0,1,0,0,0,1,0,.36666667
0,79,0,0,0,0,14027,121,0,5.6333332,2.8332133,1.4345192,1,0,0,0,0,0,0,0,0,0,5.6333332
0,29,0,0,0,0,14033,161,0,0,2.3025851,0,0,0,0,0,0,1,0,0,1,0,0
0,86,1,0,0,0,14045,123,0,4.6999998,2.7440608,1.5031631,1,0,0,0,0,0,0,1,0,0,4.6999998
0,81,1,0,0,0,14047,114,0,2.7,2.9957323,1.2972312,0,0,0,0,0,0,1,1,0,0,2.7
1,51,0,0,0,0,14062,55,0,.80000001,2.0149031,.74807936,0,0,0,0,0,0,0,1,0,0,.80000001
1,0,0,0,0,0,14070,143,0,0,1.540445,0,1,0,0,0,0,0,0,0,1,0,0
1,74,0,0,0,0,14083,117,0,0,2.1485593,.35909677,1,0,0,0,0,0,0,0,1,0,0
0,5,0,0,0,0,14108,163,0,0,2.5649493,-1.723104,1,0,0,0,0,0,0,0,0,0,0
1,52,0,0,0,1,14110,93,0,0,1.6161072,-1.1968335,1,0,0,0,0,0,0,0,0,0,0
1,93,0,0,0,0,14123,156,0,7.5,2.3025851,1.2285872,0,0,0,0,0,0,0,0,1,0,7.5
1,82,0,0,0,0,14135,126,0,0,1.6693226,-.12141111,0,0,0,0,0,0,0,0,0,1,0
1,80,1,0,0,0,14139,137,0,3.9999959,2.016057,.31333411,0,0,0,0,0,1,0,0,0,0,3.9999959
1,56,0,1,0,0,14144,154,2.2333333,0,2.1701958,.31333411,1,0,0,0,0,0,0,0,1,0,2.2333333
0,59,1,0,0,0,14146,144,0,4.399992,2.2839365,.61079139,0,0,0,0,0,0,0,0,1,0,4.399992
0,50,0,0,0,1,14158,98,.40000001,0,2.8078051,-1.585816,0,0,0,0,0,1,0,0,0,0,.40000001
0,50,1,0,0,0,14172,129,0,3.9333334,2.91717,0,0,0,0,0,0,0,0,0,1,0,3.9333334
0,59,0,0,0,0,14176,160,.89999998,0,2.862201,0,0,0,0,0,0,1,0,0,1,0,.89999998
1,88,0,0,0,0,14203,111,.33333334,0,1.9021071,.24469012,1,0,0,0,0,0,0,0,1,0,.33333334
1,77,0,0,0,0,14208,151,0,5.9666667,2.1564026,.38197809,0,1,0,0,0,0,0,0,1,0,5.9666667
1,41,1,0,0,0,14242,128,0,4.9499998,2.6390574,-1.0366642,1,0,0,0,0,0,0,1,0,0,4.9499998
1,96,1,0,0,0,14245,77,0,5.0222149,2.0794415,1.2285872,1,0,0,0,0,0,0,0,0,0,5.0222149
1,68,0,0,0,0,14268,117,0,1.5,2.6192033,1.2285872,0,0,0,0,0,1,0,1,0,0,1.5
0,19,0,0,0,0,14269,163,1.4888865,0,2.2278614,-1.4714094,0,0,0,0,0,0,0,0,0,0,1.4888865
0,30,0,0,0,0,14271,116,0,0,2.1352115,-.35022438,0,0,0,0,0,0,1,1,0,0,0
0,47,0,0,0,0,14292,145,0,.46666667,2.7725887,-.0070044738,1,0,0,0,0,0,0,0,1,0,.46666667
1,83,0,0,0,0,14298,65,0,0,1.6094379,.49638474,0,0,0,0,0,0,0,1,0,0,0
1,64,0,0,0,0,14301,134,0,0,1.7467123,-.39598703,0,1,0,0,0,0,0,1,0,0,0
1,91,1,0,0,0,14303,117,0,6.1333332,2.0102255,.74807936,0,1,0,0,0,0,0,0,0,1,6.1333332
1,21,1,0,0,0,14306,116,2.0222199,2.5333285,1.8794651,-1.1968335,0,0,0,0,0,0,0,0,0,0,4.5555487
1,86,1,0,0,0,14309,116,0,5.2222166,2.6301968,1.5260445,1,0,0,0,0,0,0,0,0,1,5.2222166
0,29,0,0,0,0,14321,150,0,0,2.8033605,1.7548578,1,0,0,0,0,0,0,0,0,1,0
0,77,0,0,0,0,14330,146,0,.53333336,2.4567358,-.28158039,0,0,0,1,0,0,0,0,1,0,.53333336
0,15,0,0,0,1,14333,95,1.2,0,3.1633627,-.94513887,1,0,0,0,0,0,0,0,0,0,1.2
1,52,0,0,0,0,14347,19,0,1.0666652,1.7522191,.22180881,0,0,0,0,1,0,0,0,1,0,1.0666652
1,76,0,1,0,0,14351,139,1.7666667,0,1.7491999,-.052767128,1,0,0,0,0,0,0,0,0,0,1.7666667
1,94,1,0,0,0,14368,164,0,4.4499998,1.704748,1.3887565,0,1,0,0,0,0,0,1,0,0,4.4499998
1,33,0,0,0,0,14376,112,0,0,1.113428,-.21293642,1,0,0,0,0,0,0,0,1,0,0
0,42,0,0,0,1,14383,152,0,0,2.2221165,-1.1739522,0,0,0,0,0,0,0,0,0,0,0
0,26,0,0,0,1,14395,126,0,0,1.9665527,-.48751235,1,0,0,0,0,0,0,0,0,1,0
0,50,0,0,0,0,14413,143,0,.1,2.6741486,0,0,0,0,0,0,1,0,1,0,0,.1
0,49,0,0,0,0,14419,158,.64999998,0,3.1780539,.15316482,0,0,0,0,0,0,0,0,0,0,.64999998
0,60,1,0,1,0,14422,108,0,5.0500002,2.5257287,-1.6086974,0,0,0,0,0,1,0,1,0,0,5.0500002
1,14,0,0,0,0,14440,110,0,0,1.7917595,-.25869909,1,0,0,0,0,0,0,0,0,0,0
1,66,0,0,0,0,14474,114,0,0,1.9810015,-.83073229,0,0,0,1,0,0,0,0,0,0,0
0,57,0,0,0,0,14477,122,0,3.4666667,2.0001683,.83960462,0,0,0,1,0,0,0,0,0,1,3.4666667
0,77,1,0,0,1,14483,154,0,4.5333333,1.7533083,.015876854,0,0,0,1,0,0,0,0,0,1,4.5333333
1,82,0,1,0,0,14487,147,2.0999999,0,2.2537949,-.029885801,0,0,1,0,0,0,0,0,1,0,2.0999999
1,74,0,0,0,0,14496,115,0,6.4666624,2.6026897,.19892748,0,0,1,0,0,0,0,0,0,0,6.4666624
0,86,0,0,0,0,14501,111,0,.13333334,2.0689702,1.1599432,0,0,0,0,1,0,0,1,0,0,.13333334
0,48,0,0,0,0,14504,162,0,0,2.6390574,.49638474,1,0,0,0,0,0,0,0,1,0,0
0,8,0,0,0,0,14509,139,0,0,2.3025851,-1.1739522,1,0,0,0,0,0,0,0,1,0,0
1,84,0,0,0,0,14510,107,0,7.5,2.7472708,1.0912993,0,0,1,0,0,0,0,0,0,1,7.5
0,70,0,0,0,0,14523,140,0,0,2.5032558,.58791006,1,0,0,0,0,0,0,0,0,1,0
1,38,0,0,0,0,14534,161,0,0,2.3466017,.17604615,1,0,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,14546,100,2.2666626,0,1.7578578,-.25869909,1,0,0,0,0,0,0,0,1,0,2.2666626
0,74,1,0,0,0,14551,84,0,5,2.3025851,1.0684179,0,0,0,0,1,0,0,1,0,0,5
0,2,0,0,0,0,14553,153,0,0,1.8632184,-1.3570027,0,0,0,0,0,0,0,1,0,0,0
1,76,0,0,0,0,14557,110,0,6.2333331,1.8718022,1.2972312,1,0,0,0,0,0,0,0,0,1,6.2333331
1,63,1,0,1,0,14563,144,.53333259,4.4666595,1.5301647,-.78496963,0,0,1,0,0,0,0,0,0,1,4.9999924
1,78,1,0,0,0,14586,101,0,4.9666667,2.074476,.42774075,0,1,0,0,0,0,0,0,0,1,4.9666667
1,16,0,0,0,0,14592,71,0,.30000001,1.6094379,-1.1510708,0,0,1,0,0,0,0,0,1,0,.30000001
0,32,0,0,1,0,14598,153,0,0,2.2287319,-.51039368,0,0,0,1,0,0,0,0,0,1,0
0,83,1,0,0,0,14605,145,0,6.7333331,2.4849067,.72519803,0,0,0,0,1,0,0,0,1,0,6.7333331
0,57,0,0,0,0,14619,141,0,6.5333333,2.6772785,1.137062,0,0,0,0,1,0,0,0,1,0,6.5333333
0,34,0,0,0,0,14637,156,0,0,2.8659272,-.41886836,0,1,0,0,0,0,0,0,0,1,0
1,66,1,0,0,0,14643,121,.2,5.699996,2.1041338,.17604615,0,0,0,0,1,0,0,0,1,0,5.8999958
1,50,0,0,1,0,14647,164,0,0,2.3005826,-.601919,0,0,0,1,0,0,0,0,0,1,0
0,56,0,0,1,0,14651,148,.1,2.3333333,1.9616585,-1.860392,0,0,0,0,1,0,0,0,0,1,2.4333332
1,70,0,0,1,0,14652,139,0,0,.97749037,-1.3798841,0,0,0,0,0,0,0,0,0,1,0
0,76,0,0,0,0,14679,95,0,3.3111064,1.8718022,-.075648457,0,0,0,0,0,0,0,0,0,1,3.3111064
0,24,0,0,0,0,14680,69,0,0,2.7725887,-1.7688667,0,0,0,0,0,0,0,0,0,1,0
1,83,0,1,0,0,14698,97,2.1111083,0,1.5040774,-.12141111,0,0,0,0,0,1,0,1,0,0,2.1111083
0,39,0,0,0,0,14707,137,0,1.4333333,2.5055258,.65655404,0,1,0,0,0,0,0,1,0,0,1.4333333
0,54,1,0,0,0,14712,93,.36666667,4.5666666,3.8286414,.65655404,0,0,0,0,0,0,1,0,0,1,4.9333334
1,96,1,0,0,0,14722,129,0,3.5333333,2.74084,1.5031631,0,0,0,0,1,0,0,0,0,1,3.5333333
1,42,1,0,0,0,14729,100,0,5.0666666,2.1696885,.83960462,1,0,0,0,0,0,0,0,1,0,5.0666666
0,32,1,0,0,0,14743,149,0,5.1333332,2.2025015,.93112993,0,0,1,0,0,0,0,0,0,1,5.1333332
0,40,1,0,0,0,14748,112,2.2666667,2.6666667,2.3045332,.06163951,1,0,0,0,0,0,0,0,1,0,4.9333334
0,67,1,0,0,0,14753,128,0,4.15555,2.3467934,.81672329,0,0,0,1,0,0,0,0,0,1,4.15555
0,69,0,1,0,0,14761,128,1.999998,1.1111084,2.1179514,.26757145,0,0,0,0,0,0,0,0,0,0,3.1111064
1,99,1,0,0,0,14772,137,0,4.3666668,2.6741486,1.2743498,1,0,0,0,0,0,0,0,1,0,4.3666668
1,84,1,0,1,0,14779,139,0,4.9333334,2.6354792,.93112993,0,0,0,0,0,1,0,1,0,0,4.9333334
1,21,0,0,1,0,14784,91,.86666667,0,2.0217505,-1.9519173,1,0,0,0,0,0,0,0,0,1,.86666667
1,97,0,0,1,0,14789,92,0,7.5,2.7080503,.24469012,0,0,0,1,0,0,0,0,0,1,7.5
1,98,1,0,0,0,14792,120,0,4.3333335,2.9720097,1.2972312,1,0,0,0,0,0,0,0,1,0,4.3333335
1,50,0,0,0,0,14801,94,1.2,0,2.1915634,.72519803,1,0,0,0,0,0,0,1,0,0,1.2
1,11,0,0,0,0,14807,31,0,1,1.2647297,-1.4714094,0,0,0,0,0,0,0,0,1,0,1
1,31,1,0,0,0,14813,110,0,3.5,1.527983,.10740216,1,0,0,0,0,0,0,0,0,1,3.5
0,83,1,0,0,0,14835,102,1.5666667,3.3,2.2617631,.74807936,0,0,0,0,0,0,0,0,1,0,4.8666668
0,26,0,0,0,1,14852,158,1.4666647,.63333333,2.3683722,-.80785096,1,0,0,0,0,0,0,0,0,0,2.099998
1,5,0,0,0,0,14868,142,1.4666667,.1,2.9957323,-.075648457,0,1,0,0,0,0,0,0,0,1,1.5666667
1,82,1,0,0,0,14872,105,0,4.2666669,2.0794415,1.0226552,0,0,1,0,0,0,0,0,1,0,4.2666669
0,93,0,0,0,0,14888,126,0,7.5,2.0228713,.77096063,0,1,0,0,0,0,0,0,1,0,7.5
0,22,0,0,0,0,14919,134,0,0,1.9671121,-.64768165,0,0,0,0,0,0,0,0,1,0,0
0,78,0,0,0,0,14924,111,0,5.7333293,2.7459881,1.0912993,0,0,0,1,0,0,0,0,0,0,5.7333293
0,64,1,0,0,0,14934,132,0,4.6666665,2.6109169,.95401126,0,0,1,0,0,0,0,1,0,0,4.6666665
0,5,0,0,0,0,14956,133,.26666629,0,1.89712,-.87649488,0,1,0,0,0,0,0,0,1,0,.26666629
0,63,1,0,0,0,14963,157,2.1666667,4.0888839,1.8289102,.63367271,0,0,0,0,0,0,0,0,1,0,6.2555504
1,81,1,0,0,0,14966,84,.40000001,5.1111083,2.4849067,.17604615,1,0,0,0,0,0,0,0,0,1,5.5111084
1,24,0,0,0,1,14967,150,0,0,1.5907894,-1.2883588,0,0,0,0,0,0,0,0,0,1,0
0,50,0,0,0,0,14974,140,.33333284,1.0444432,2.7064986,.38197809,0,0,0,0,0,0,0,0,0,1,1.3777761
1,56,0,0,1,0,14980,153,0,0,1.9530275,-2.2493746,1,0,0,0,0,0,0,0,0,1,0
1,83,0,0,0,0,14990,160,1.4666667,1.3666667,2.3014297,-.92225754,0,0,0,0,0,1,0,0,0,1,2.8333335
0,76,0,0,0,0,14992,159,0,0,2.3690748,.63367271,0,0,0,0,0,0,0,0,0,1,0
1,98,1,0,0,0,14994,31,.11111094,4.8111057,1.2877814,1.2057059,1,0,0,0,0,0,0,0,0,0,4.9222169
0,75,0,0,0,0,15001,161,0,0,2.1400661,.40485942,0,0,1,0,0,0,0,0,1,0,0
1,41,0,0,0,0,15006,14,0,0,1.4586148,0,1,0,0,0,0,0,0,1,0,0,0
0,53,0,0,0,0,15016,159,0,0,2.7080503,.47350341,1,0,0,0,0,0,0,0,1,0,0
1,34,0,0,0,0,15018,161,0,0,2.1102133,.9082486,0,0,0,0,1,0,0,0,1,0,0
0,85,0,0,0,0,15036,131,0,3.4333334,2.5095992,1.6404511,0,1,0,0,0,0,0,1,0,0,3.4333334
1,47,0,0,0,0,15050,100,.83333331,0,2.2587824,.19892748,1,0,0,0,0,0,0,0,0,0,.83333331
0,56,0,0,0,1,15058,143,0,0,2.0489821,-.44174969,0,1,0,0,0,0,0,0,0,0,0
1,17,0,0,0,0,15060,108,0,0,2.0881534,-1.3798841,0,0,0,0,0,0,0,0,1,0,0
0,23,0,0,0,0,15069,153,0,0,2.3264906,-1.2654775,0,0,0,0,0,0,1,0,0,1,0
1,71,0,0,0,0,15072,141,.66666669,0,2.5080738,.015876854,1,0,0,0,0,0,0,0,1,0,.66666669
0,64,1,0,0,0,15083,135,0,4.5333333,2.8332133,1.1599432,1,0,0,0,0,0,0,0,1,0,4.5333333
1,93,0,0,0,0,15084,161,1.9333333,0,2.8238821,.88536727,1,0,0,0,0,0,0,1,0,0,1.9333333
0,59,1,0,0,0,15102,121,0,4.7666669,2.460443,-.25869909,0,0,0,0,0,0,0,1,0,0,4.7666669
0,57,1,0,0,0,15125,127,0,4.0333333,2.9957323,.86248595,1,0,0,0,0,0,0,0,0,1,4.0333333
1,60,1,0,1,0,15147,111,0,7.5,2.4886367,-.62480032,0,0,0,0,0,1,0,0,1,0,7.5
1,22,0,0,0,0,15163,161,0,0,1.4350837,-.80785096,1,0,0,0,0,0,0,0,1,0,0
0,52,1,0,0,0,15166,105,0,3.2,2.2335923,.40485942,0,0,0,0,1,0,0,0,0,0,3.2
1,88,0,0,0,0,15227,129,2.066664,0,2.0167031,0,0,0,0,0,0,0,0,0,1,0,2.066664
1,69,0,0,0,0,15265,54,0,0,1.8632184,-.30446172,0,0,1,0,0,0,0,0,1,0,0
1,78,0,0,0,0,15279,100,2.7777731,0,1.8486185,.40485942,1,0,0,0,0,0,0,0,0,1,2.7777731
1,11,0,0,0,0,15283,82,0,0,2.5930278,-1.4714094,0,0,0,0,1,0,0,0,0,1,0
1,23,0,1,0,0,15291,117,2.0333333,.69999999,2.2512918,-.14429244,0,0,0,1,0,0,0,0,0,1,2.7333333
1,75,0,0,0,0,15324,145,0,0,2.1794,1.4574004,1,0,0,0,0,0,0,0,0,1,0
0,99,0,0,0,0,15356,123,0,7.5,2.6695991,1.5031631,1,0,0,0,0,0,0,0,0,0,7.5
0,97,0,0,0,0,15358,104,0,7.5,2.5902672,1.137062,0,0,0,0,0,0,0,0,1,0,7.5
